"customer_id","subscription_created","canceled_at","first_payment_time","time_to_first_payment_hours","time_to_first_payment_minutes","time_to_first_payment_seconds_remainder"
"cus_QsbJCdYWpm4kuU","2024-09-19 19:39:50.000","2024-09-19 20:08:52.000","2024-09-19 19:39:51.000","0","0","1"
"cus_QuPOw5nWoN5XwJ","2024-09-24 15:26:59.000","2024-09-24 15:29:20.000","2024-09-24 15:27:01.000","0","0","2"
"cus_Qub0wrBbVqAOCe","2024-09-25 03:26:29.000","2024-09-25 03:30:33.000","2024-09-25 03:26:30.000","0","0","1"
"cus_QmBSLcjSFaT64F","2024-10-15 01:36:46.000","2024-10-15 01:49:32.000","2024-10-15 01:36:47.000","0","0","1"
"cus_R2G8ryhhd4NfhQ","2024-10-15 15:51:48.000","2024-10-15 15:55:47.000","2024-10-15 15:51:49.000","0","0","1"
"cus_R34AQOm8C3ZhT6","2024-10-17 18:03:51.000","2024-10-17 18:04:21.000","2024-10-17 18:45:36.000","0","41","45"
"cus_R4CJuQQXiaUTkO","2024-10-20 18:35:11.000","2024-10-20 18:38:20.000","2024-10-20 18:35:13.000","0","0","2"
"cus_R4r80S7wa74LfD","2024-10-22 12:51:40.000","2024-10-22 13:42:57.000","2024-10-22 12:51:41.000","0","0","1"
"cus_R5ocHvon8GLwcb","2024-10-25 02:22:21.000","2024-10-25 02:49:21.000","2024-10-25 02:22:22.000","0","0","1"
"cus_QkoxWSh0ATOGio","2024-11-05 19:27:42.000","2024-11-05 19:58:44.000","2024-08-30 20:30:17.000","-1606","-57","-25"
"cus_RBhi1VtxBmDkT2","2024-11-09 19:29:18.000","2024-11-09 19:31:05.000","2024-11-09 19:29:19.000","0","0","1"
"cus_Nj8XrqE30dzqIY","2023-04-17 00:50:14.000","2023-04-17 01:18:51.000","2023-04-17 00:50:15.000","0","0","1"
"cus_Nj9k00WCHWxkqD","2023-04-17 02:07:07.000","2023-04-17 03:33:13.000","2023-04-17 02:07:08.000","0","0","1"
"cus_NjlKTdTZqqek7s","2023-04-18 16:55:36.000","2023-04-18 17:23:57.000","2023-04-18 16:55:37.000","0","0","1"
"cus_NjC3e0waKC3XSW","2023-04-18 17:33:22.000","2023-04-18 17:52:18.000","2023-04-18 17:33:22.000","0","0","0"
"cus_Njrq04BI0lnHHj","2023-04-18 23:47:05.000","2023-04-18 23:47:37.000","2023-04-18 23:47:06.000","0","0","1"
"cus_NjzAz8Wo8Vn5s3","2023-04-19 07:13:34.000","2023-04-19 07:13:59.000","2023-04-19 07:13:35.000","0","0","1"
"cus_NkqRz0BfA6A8Pd","2023-04-21 14:26:22.000","2023-04-21 14:31:42.000","2023-04-21 14:26:23.000","0","0","1"
"cus_Nn5382w9jvY2L8","2023-04-27 13:31:17.000","2023-04-27 13:39:15.000","2023-04-27 13:31:18.000","0","0","1"
"cus_NqZ3LfokPAdtC1","2023-05-06 20:43:08.000","2023-05-06 21:02:37.000","2023-05-06 20:43:09.000","0","0","1"
"cus_NnXohRobm7qncZ","2023-09-05 01:56:21.000","2023-09-05 01:58:48.000","2023-04-28 19:13:17.000","-3102","-43","-4"
"cus_P8NHMW1AsPMQCs","2023-12-05 21:57:55.000","2023-12-05 22:17:02.000","2023-12-05 21:57:56.000","0","0","1"
"cus_PVZc2TMk7PwgUv","2024-02-05 20:10:47.000","2024-02-05 20:12:35.000","2024-02-05 20:10:48.000","0","0","1"
"cus_PlFSCwGreCFRFm","2024-03-18 16:25:33.000","2024-03-18 16:53:01.000","2024-03-18 16:25:34.000","0","0","1"
"cus_PlrpcMdcIs0fIi","2024-03-20 08:05:45.000","2024-03-20 08:08:53.000","2024-03-20 08:05:46.000","0","0","1"
"cus_PmyTWv6XYd9fRT","2024-03-23 13:37:31.000","2024-03-23 13:47:26.000","2024-03-23 13:37:32.000","0","0","1"
"cus_Ok3AMAKg8kTDJh","2024-03-25 02:07:05.000","2024-03-25 02:22:30.000","2024-03-25 02:07:06.000","0","0","1"
"cus_PqvHTRkdyO2ljB","2024-04-02 20:11:44.000","2024-04-02 20:46:09.000","2024-04-02 20:11:44.000","0","0","0"
"cus_Py7HSjd7pBknpW","2024-04-22 00:52:24.000","2024-04-22 00:55:27.000","2024-04-22 00:52:25.000","0","0","1"
"cus_PyXLukUkkrktA1","2024-04-24 03:26:41.000","2024-04-24 04:26:58.000","2024-04-24 03:26:42.000","0","0","1"
"cus_Q3mAtbAhZpbvZs","2024-05-07 03:27:26.000","2024-05-07 04:10:57.000","2024-05-07 03:27:27.000","0","0","1"
"cus_Q60LGTqZqdYQ5F","2024-05-13 02:12:55.000","2024-05-13 02:52:38.000","2024-05-13 02:12:56.000","0","0","1"
"cus_Q6Mtt7VCgkGcGt","2024-05-14 01:31:00.000","2024-05-14 01:32:43.000","2024-05-14 01:31:01.000","0","0","1"
"cus_Q8VKEU8U0vGD5t","2024-05-19 18:19:13.000","2024-05-19 18:50:09.000","2024-05-19 18:19:14.000","0","0","1"
"cus_Q9V82G6qfwFxY1","2024-05-22 10:14:09.000","2024-05-22 10:26:40.000","2024-05-22 10:14:09.000","0","0","0"
"cus_QGzhhZcmjtDMcp","2024-06-11 10:16:30.000","2024-06-11 10:28:43.000","2024-06-11 10:16:31.000","0","0","1"
"cus_QPeVCf095XKXn8","2024-07-04 13:10:45.000","2024-07-04 13:21:13.000","2024-07-04 13:10:46.000","0","0","1"
"cus_QcaczARRr7UDLH","2024-08-08 01:58:37.000","2024-08-08 02:07:31.000","2024-08-08 01:58:38.000","0","0","1"
"cus_QhI7ytJc1JDZAn","2024-08-20 15:05:50.000","2024-08-20 15:23:16.000","2024-08-20 15:05:51.000","0","0","1"
"cus_Qi1vPCTxX4lgjs","2024-08-22 14:21:35.000","2024-08-22 14:22:38.000","2024-08-22 14:21:36.000","0","0","1"
"cus_QicQmdTfodUSWa","2024-08-24 04:06:38.000","2024-08-24 04:27:52.000","2024-08-24 04:06:39.000","0","0","1"
"cus_QixgRsUANNMacz","2024-08-25 04:54:49.000","2024-08-25 04:56:14.000","2024-08-25 04:54:50.000","0","0","1"
"cus_QmJ6ROLd9Pzi3w","2024-09-03 00:24:54.000","2024-09-03 00:50:54.000","2024-09-03 00:24:55.000","0","0","1"
"cus_QnX8ebSOZccpxc","2024-09-06 06:56:55.000","2024-09-06 07:01:53.000","2024-09-06 06:56:56.000","0","0","1"
"cus_QlRCLYUPH05tNR","2024-09-07 21:43:56.000","2024-09-07 22:05:48.000","2024-09-07 21:43:57.000","0","0","1"
"cus_QtDWJwt0wMr6i1","2024-09-21 11:06:56.000","2024-09-21 11:54:34.000","2024-09-21 11:06:57.000","0","0","1"
"cus_QuRbW1iVk8Wuam","2024-09-24 17:41:31.000","2024-09-24 18:04:45.000","2024-09-24 17:41:32.000","0","0","1"
"cus_QucKQ9dcjnrj9y","2024-09-25 04:45:48.000","2024-09-25 04:53:49.000","2024-09-25 04:45:50.000","0","0","2"
"cus_Qxo2XbC8iP3qiO","2024-10-03 17:05:08.000","2024-10-03 17:15:52.000","2024-10-03 17:05:09.000","0","0","1"
"cus_Qyztx1Qg1MHcPx","2024-10-06 21:23:30.000","2024-10-06 21:26:31.000","2024-10-06 21:23:31.000","0","0","1"
"cus_R2PaoG6dDpQgwD","2024-10-16 00:12:53.000","2024-10-16 00:19:34.000","2024-10-16 00:12:54.000","0","0","1"
"cus_R38AkgCbeIUXm3","2024-10-17 22:15:11.000","2024-10-17 22:47:40.000","2024-10-17 22:15:12.000","0","0","1"
"cus_R3M6wk3vhtKDSH","2024-10-18 13:08:44.000","2024-10-18 14:42:58.000","2024-10-18 13:08:45.000","0","0","1"
"cus_R4lOjYlzTFw5aW","2024-10-22 06:58:41.000","2024-10-22 07:19:32.000","2024-10-22 06:58:42.000","0","0","1"
"cus_R7QcjnNWLOio1S","2024-10-29 09:41:48.000","2024-10-29 09:46:04.000","2024-10-29 09:41:49.000","0","0","1"
"cus_R8hcRBjYTyDPiB","2024-11-01 19:11:03.000","2024-11-01 19:15:25.000","2024-11-01 19:11:04.000","0","0","1"
"cus_RB5qSYzX2tCBCT","2024-11-08 04:20:59.000","2024-11-08 04:26:54.000","2024-11-08 04:21:00.000","0","0","1"
"cus_RCIb3IkRUaEyHE","2024-11-11 09:41:58.000","2024-11-11 09:58:54.000","2024-11-11 09:41:59.000","0","0","1"
"cus_RCiWHph71zc8U5","2024-11-12 12:24:07.000","2024-11-12 12:25:58.000","2024-11-12 12:24:08.000","0","0","1"
"cus_NhHkYBlyFMc7G8","2023-04-12 02:15:40.000","2023-04-12 02:15:40.000","2023-04-12 02:15:41.000","0","0","1"
"cus_NjB5G0ZK3cdy9R","2023-04-17 03:28:38.000","2023-04-17 03:31:45.000","2023-04-17 03:28:39.000","0","0","1"
"cus_NjYvCvVKM7p3Qj","2023-04-18 04:07:25.000","2023-04-18 04:18:28.000","2023-04-18 04:07:26.000","0","0","1"
"cus_NjYurR8eZggfI5","2023-04-18 10:49:57.000","2023-04-18 11:16:11.000","2023-04-18 10:49:58.000","0","0","1"
"cus_NjiSmrqdtXxRDD","2023-04-18 14:00:28.000","2023-04-18 14:20:42.000","2023-04-18 14:00:29.000","0","0","1"
"cus_NjplF8ABCpuurR","2023-04-18 21:31:10.000","2023-04-18 21:59:34.000","2023-04-18 21:31:11.000","0","0","1"
"cus_NjqL16kMvaFhVh","2023-04-18 22:10:56.000","2023-04-18 22:18:30.000","2023-04-18 22:10:57.000","0","0","1"
"cus_NjskGWWR05eWXd","2023-04-19 00:35:58.000","2023-04-19 00:45:31.000","2023-04-19 00:35:59.000","0","0","1"
"cus_NjwcWxhb8shwjs","2023-04-19 04:37:19.000","2023-04-19 04:44:30.000","2023-04-19 04:37:19.000","0","0","0"
"cus_Nle17kXEzw0C4q","2023-04-23 17:30:50.000","2023-04-23 17:42:14.000","2023-04-23 17:30:51.000","0","0","1"
"cus_NmvZi57FzgnlnR","2023-04-27 03:43:28.000","2023-04-27 03:44:13.000","2023-04-27 03:43:29.000","0","0","1"
"cus_NoOSNWSsdSeZHz","2023-05-01 01:38:08.000","2023-05-01 02:10:47.000","2023-05-01 01:38:09.000","0","0","1"
"cus_NovUCCeDiJI4of","2023-05-02 11:45:25.000","2023-05-02 11:54:05.000","2023-05-02 11:45:26.000","0","0","1"
"cus_Nox1ZqiVMznIiF","2023-05-04 02:52:42.000","2023-05-04 03:05:52.000","2023-05-04 02:52:43.000","0","0","1"
"cus_PRojdXzm4AKPtF","2024-01-26 19:32:16.000","2024-01-26 19:42:58.000","2024-01-26 19:31:55.000","0","0","-21"
"cus_PWcotDWHrxhCBb","2024-02-08 15:32:03.000","2024-02-08 16:22:54.000","2024-02-08 15:32:04.000","0","0","1"
"cus_PauYL1z0qIqQdp","2024-02-20 02:10:11.000","2024-02-20 02:12:44.000","2024-02-20 02:10:12.000","0","0","1"
"cus_PbkwjfhxTTaobT","2024-02-22 08:17:05.000","2024-02-22 08:23:04.000","2024-02-22 08:17:06.000","0","0","1"
"cus_PeGFKdOPgFPfSb","2024-02-29 00:46:14.000","2024-02-29 01:06:42.000","2024-02-29 00:46:15.000","0","0","1"
"cus_Pl1sRVYyHnnQjO","2024-03-20 17:30:26.000","2024-03-20 17:37:39.000","2024-03-20 17:30:27.000","0","0","1"
"cus_PmJE2zsCxSW9tT","2024-03-21 12:31:51.000","2024-03-21 13:01:24.000","2024-03-21 12:31:52.000","0","0","1"
"cus_PnZtNDr5OkUfHi","2024-03-24 21:43:17.000","2024-03-24 21:48:51.000","2024-03-24 21:43:17.000","0","0","0"
"cus_PnxEzoRbdWda0w","2024-03-25 21:47:08.000","2024-03-25 22:17:01.000","2024-03-25 21:47:09.000","0","0","1"
"cus_PobUSZKHQuDuVa","2024-03-27 15:21:56.000","2024-03-27 16:20:51.000","2024-03-27 15:21:57.000","0","0","1"
"cus_NjAhJiVUfsUlPn","2024-04-18 03:05:07.000","2024-04-18 04:09:21.000","2024-04-18 03:05:08.000","0","0","1"
"cus_PwxRqy6HglQX6B","2024-04-18 22:37:41.000","2024-04-18 22:48:01.000","2024-04-18 22:37:42.000","0","0","1"
"cus_Q0wAf2R4qfMW7n","2024-04-29 13:33:22.000","2024-04-29 13:49:20.000","2024-04-29 13:33:23.000","0","0","1"
"cus_PhD2SqNQPDl3uq","2024-04-30 14:40:37.000","2024-04-30 15:06:43.000","2024-04-30 14:40:39.000","0","0","2"
"cus_Q3qOzyO1mToMsf","2024-05-07 07:50:51.000","2024-05-07 07:51:59.000","2024-05-07 07:50:52.000","0","0","1"
"cus_QOw20lK1A9FxBe","2024-07-02 15:07:28.000","2024-07-02 16:07:04.000","2024-07-02 15:07:29.000","0","0","1"
"cus_QXVRRi7aECAkb8","2024-07-25 12:22:13.000","2024-07-25 12:38:06.000","2024-07-25 12:22:14.000","0","0","1"
"cus_QYyhumLZkTvmEB","2024-07-29 11:02:09.000","2024-07-29 11:14:46.000","2024-07-29 11:02:10.000","0","0","1"
"cus_QcEzZqXw1AT9h1","2024-08-07 03:35:35.000","2024-08-07 03:39:35.000","2024-08-07 03:35:36.000","0","0","1"
"cus_Qh4jeQXPVW3jVU","2024-08-20 01:13:13.000","2024-08-20 01:20:46.000","2024-08-20 01:13:15.000","0","0","2"
"cus_Qh7HxxvF0pQ3db","2024-08-20 03:54:28.000","2024-08-20 04:14:40.000","2024-08-20 03:54:28.000","0","0","0"
"cus_Qiuap1L98Wns4z","2024-08-24 22:49:30.000","2024-08-24 22:50:40.000","2024-08-24 22:49:31.000","0","0","1"
"cus_Qkw4fb2wAqDxVb","2024-08-30 08:31:03.000","2024-08-30 09:02:37.000","2024-08-30 08:31:04.000","0","0","1"
"cus_QkHJAIc64bxqgf","2024-09-03 18:05:43.000","2024-09-03 18:10:20.000","2024-09-03 18:05:44.000","0","0","1"
"cus_Qmw2l6mPE1g18S","2024-09-04 16:38:11.000","2024-09-04 16:43:20.000","2024-09-04 16:38:12.000","0","0","1"
"cus_PxZ2Q2H8VCsyuU","2024-09-05 15:58:12.000","2024-09-05 16:54:18.000","2024-04-25 13:31:24.000","-3194","-26","-48"
"cus_PxZ2Q2H8VCsyuU","2024-09-05 16:01:26.000","2024-09-05 16:53:58.000","2024-04-25 13:31:24.000","-3194","-30","-2"
"cus_Qp9pG3ikb7qj8O","2024-09-10 15:05:29.000","2024-09-10 15:06:05.000","2024-09-10 15:05:30.000","0","0","1"
"cus_QuLqcZ1eA6SiKu","2024-09-24 11:45:30.000","2024-09-24 11:52:10.000","2024-09-24 11:45:31.000","0","0","1"
"cus_QvRMjS1U6uUxqX","2024-09-27 09:30:21.000","2024-09-27 09:43:20.000","2024-09-27 09:30:22.000","0","0","1"
"cus_QwDu95ddlyUbeh","2024-09-29 11:48:09.000","2024-09-29 11:52:52.000","2024-09-29 11:48:10.000","0","0","1"
"cus_QxTUWzqREtKBta","2024-10-02 19:52:16.000","2024-10-02 21:13:03.000","2024-10-02 19:52:18.000","0","0","2"
"cus_Qz23HrnvxcxtqA","2024-10-06 23:47:11.000","2024-10-06 23:54:34.000","2024-10-06 23:47:12.000","0","0","1"
"cus_R0vVSzic2PPJhV","2024-10-12 01:00:37.000","2024-10-12 01:05:40.000","2024-10-12 01:00:38.000","0","0","1"
"cus_PxZ2Q2H8VCsyuU","2024-10-12 15:59:47.000","2024-10-12 16:01:57.000","2024-04-25 13:31:24.000","-4082","-28","-23"
"cus_R1mIZpOfFPGsI9","2024-10-16 16:54:07.000","2024-10-16 17:59:11.000","2024-10-16 16:54:08.000","0","0","1"
"cus_R4k4xex9AEV8mf","2024-10-22 05:34:16.000","2024-10-22 05:42:23.000","2024-10-22 05:34:17.000","0","0","1"
"cus_R5FDYWI733ogU9","2024-10-23 13:39:54.000","2024-10-23 14:27:54.000","2024-10-23 13:39:55.000","0","0","1"
"cus_R7NkPSbAZ7UFw0","2024-10-29 14:46:56.000","2024-10-29 14:50:31.000","2024-10-29 14:46:58.000","0","0","2"
"cus_R7hPttMEgic4Ke","2024-10-30 02:53:06.000","2024-10-30 03:00:18.000","2024-10-30 02:53:07.000","0","0","1"
"cus_Nj8m4igSuqWKUg","2023-04-17 01:06:54.000","2023-04-17 01:07:35.000","2023-04-17 01:06:55.000","0","0","1"
"cus_Nj8npL0uXQjtqC","2023-04-17 01:46:29.000","2023-04-17 01:51:30.000","2023-04-17 01:46:30.000","0","0","1"
"cus_NjYs5sQyZ6zniV","2023-04-18 04:04:03.000","2023-04-18 04:11:09.000","2023-04-18 04:04:04.000","0","0","1"
"cus_NjZNosGDK1WKZH","2023-04-18 04:34:44.000","2023-04-18 04:38:28.000","2023-04-18 04:34:44.000","0","0","0"
"cus_Njnc83U5MDu4S5","2023-04-18 19:17:51.000","2023-04-18 19:56:33.000","2023-04-18 19:17:52.000","0","0","1"
"cus_NkGRSf2WhUPAhs","2023-04-20 01:10:54.000","2023-04-20 01:37:18.000","2023-04-20 01:10:54.000","0","0","0"
"cus_Njjjn2YfkqhzQp","2023-04-22 02:19:54.000","2023-04-22 04:18:52.000","2023-04-22 02:19:55.000","0","0","1"
"cus_NhdEGgV6E69O1G","2023-04-24 15:42:27.000","2023-04-24 15:48:02.000","2023-04-24 15:42:28.000","0","0","1"
"cus_NoZOW1KI9RykGE","2023-05-01 16:04:25.000","2023-05-01 16:09:39.000","2023-05-01 16:04:26.000","0","0","1"
"cus_NjDq2idCPpLcYf","2023-05-01 19:54:55.000","2023-05-01 20:05:06.000","2023-05-01 19:54:56.000","0","0","1"
"cus_NqRzVDsaKTmQaG","2023-05-06 13:24:25.000","2023-05-06 13:25:19.000","2023-05-06 13:24:25.000","0","0","0"
"cus_PcMvyaskIycRbm","2024-02-24 07:28:54.000","2024-02-24 08:17:52.000","2024-02-24 07:28:55.000","0","0","1"
"cus_Pltm2yuxue17SI","2024-03-20 10:08:26.000","2024-03-20 10:19:23.000","2024-03-20 10:08:27.000","0","0","1"
"cus_PlcpBYNXgjokDI","2024-03-20 17:02:35.000","2024-03-20 17:06:14.000","2024-03-20 17:02:35.000","0","0","0"
"cus_Pm1UUUVzNRnJ2h","2024-03-20 18:02:30.000","2024-03-20 18:22:26.000","2024-03-20 18:02:31.000","0","0","1"
"cus_PnFHIHPgJr37uN","2024-03-25 00:52:56.000","2024-03-25 00:55:43.000","2024-03-25 00:52:57.000","0","0","1"
"cus_PqqoH6RjzNm9Be","2024-04-02 15:20:01.000","2024-04-02 15:34:37.000","2024-04-02 15:20:02.000","0","0","1"
"cus_Ps4iVNuNxV5kTv","2024-04-06 22:07:45.000","2024-04-06 22:19:11.000","2024-04-06 22:07:46.000","0","0","1"
"cus_PstGOKu70gbRGi","2024-04-08 02:00:38.000","2024-04-08 02:02:48.000","2024-04-08 02:00:39.000","0","0","1"
"cus_Px9UDiYR14ksPS","2024-04-19 11:03:13.000","2024-04-19 11:15:27.000","2024-04-19 11:03:14.000","0","0","1"
"cus_Pw6fYcksHAmo2t","2024-04-21 07:01:58.000","2024-04-21 07:03:31.000","2024-04-21 07:01:59.000","0","0","1"
"cus_Py1JxtOBwMBWqz","2024-04-21 18:39:58.000","2024-04-21 18:49:42.000","2024-04-21 18:39:59.000","0","0","1"
"cus_Pz8zkZ5bzTGaC1","2024-04-24 18:59:05.000","2024-04-24 18:59:30.000","2024-04-24 18:59:06.000","0","0","1"
"cus_Q1SVrZY4RBLcdf","2024-04-30 22:57:55.000","2024-04-30 23:00:05.000","2024-04-30 22:57:56.000","0","0","1"
"cus_Q2GyhQyjAme8kK","2024-05-03 03:30:28.000","2024-05-03 03:43:21.000","2024-05-03 03:30:29.000","0","0","1"
"cus_OjgDbm59aJGuR9","2024-05-16 00:41:07.000","2024-05-16 00:53:02.000","2024-05-16 00:41:08.000","0","0","1"
"cus_Q9vyoydBmgUBKU","2024-05-23 13:59:14.000","2024-05-23 13:59:56.000","2024-05-23 13:59:15.000","0","0","1"
"cus_QGAmWM1a3DCmpz","2024-06-09 05:41:25.000","2024-06-09 05:43:20.000","2024-06-09 05:41:26.000","0","0","1"
"cus_QdOyi7p3PlJ8kk","2024-08-10 05:53:24.000","2024-08-10 06:46:11.000","2024-08-10 05:53:25.000","0","0","1"
"cus_QdNfc7QkDB78mg","2024-08-11 23:40:39.000","2024-08-11 23:47:27.000","2024-08-11 23:40:40.000","0","0","1"
"cus_QgZxnwbpcVnkCs","2024-08-20 21:42:04.000","2024-08-20 22:03:04.000","2024-08-20 21:42:05.000","0","0","1"
"cus_QhtR4CKcVUSlFs","2024-08-22 06:03:41.000","2024-08-22 06:59:02.000","2024-08-22 06:03:42.000","0","0","1"
"cus_QjBErITa58yjNr","2024-08-25 16:04:07.000","2024-08-25 16:07:16.000","2024-08-25 16:04:07.000","0","0","0"
"cus_Qmg7dxXdw5aYXF","2024-09-04 00:12:57.000","2024-09-04 00:14:52.000","2024-09-04 00:12:58.000","0","0","1"
"cus_Qq3XtZvCFcX48f","2024-09-13 00:56:20.000","2024-09-13 00:59:32.000","2024-09-13 00:56:21.000","0","0","1"
"cus_QsNCBxjk2tmpJH","2024-09-19 05:01:51.000","2024-09-19 05:09:52.000","2024-09-19 05:01:52.000","0","0","1"
"cus_QxOlpEtCtMDb1S","2024-10-02 15:04:21.000","2024-10-02 15:11:20.000","2024-10-02 15:04:22.000","0","0","1"
"cus_QzGCr5ZJfssP7K","2024-10-07 14:17:02.000","2024-10-07 14:31:28.000","2024-10-07 14:17:03.000","0","0","1"
"cus_R0luYU6b9qmuAq","2024-10-11 15:08:34.000","2024-10-11 15:34:55.000","2024-10-11 15:08:35.000","0","0","1"
"cus_R2N6Y6J7E9I0sH","2024-10-15 21:34:46.000","2024-10-15 22:59:40.000","2024-10-15 21:34:47.000","0","0","1"
"cus_R50mhr1ug8qF8L","2024-10-22 22:43:33.000","2024-10-22 22:52:17.000","2024-10-22 22:43:34.000","0","0","1"
"cus_R5m6TuyWyARNAu","2024-10-24 23:39:30.000","2024-10-24 23:55:34.000","2024-10-24 23:39:31.000","0","0","1"
"cus_R7eYupOIGqk2P5","2024-10-30 00:07:47.000","2024-10-30 00:15:51.000","2024-10-30 00:07:48.000","0","0","1"
"cus_PrG9ss9MjimxeL","2024-10-30 21:50:35.000","2024-10-30 23:04:01.000","2024-04-03 17:31:31.000","-5044","-19","-4"
"cus_RB6wdS2OlTLkb6","2024-11-09 00:40:03.000","2024-11-09 00:44:05.000","2024-11-09 00:40:04.000","0","0","1"
"cus_Nj9kSaesm6sAo9","2023-04-17 02:05:07.000","2023-04-17 02:10:45.000","2023-04-17 02:05:08.000","0","0","1"
"cus_NjF3pqVwzwC8hm","2023-04-17 07:34:04.000","2023-04-17 09:03:40.000","2023-04-17 07:34:05.000","0","0","1"
"cus_NjbLGsR0OYsHIY","2023-04-18 06:37:23.000","2023-04-18 06:41:15.000","2023-04-18 06:37:24.000","0","0","1"
"cus_NjdyrAmOv7TbVx","2023-04-18 09:28:01.000","2023-04-18 09:30:22.000","2023-04-18 09:28:02.000","0","0","1"
"cus_NjhGWCe9yK9UPR","2023-04-18 12:58:41.000","2023-04-18 13:04:20.000","2023-04-18 12:58:42.000","0","0","1"
"cus_NjiBl3wMFXKbv4","2023-04-18 13:40:38.000","2023-04-18 14:00:08.000","2023-04-18 13:40:39.000","0","0","1"
"cus_NjZeVMF2Yc5zCc","2023-04-19 06:13:15.000","2023-04-19 06:14:58.000","2023-04-19 06:13:16.000","0","0","1"
"cus_Nk6D2nUjyaZnlu","2023-04-19 14:30:07.000","2023-04-19 14:34:30.000","2023-04-19 14:30:08.000","0","0","1"
"cus_NjkOx2GaxOsMFQ","2023-04-20 19:53:43.000","2023-04-20 19:55:08.000","2023-04-20 19:53:44.000","0","0","1"
"cus_NqPTijIjfIaYIg","2023-05-06 10:50:31.000","2023-05-06 11:32:23.000","2023-05-06 10:50:32.000","0","0","1"
"cus_NqW9rn7xkrOu4n","2023-05-06 17:42:31.000","2023-05-06 18:00:49.000","2023-05-06 17:42:31.000","0","0","0"
"cus_NqXZW0bxnpoWF5","2023-05-06 19:15:54.000","2023-05-06 19:28:24.000","2023-05-06 19:15:54.000","0","0","0"
"cus_P6SLejcxr6tkCT","2023-11-30 18:58:49.000","2023-11-30 19:08:52.000","2023-11-30 18:58:50.000","0","0","1"
"cus_Omew3GJmVHKqGC","2023-12-03 23:29:03.000","2023-12-03 23:43:59.000","2023-12-03 23:29:04.000","0","0","1"
"cus_P972UlWGNN3gvS","2023-12-07 21:19:08.000","2023-12-07 21:38:00.000","2023-12-07 21:19:09.000","0","0","1"
"cus_OootJkvZaBz1cK","2023-12-14 20:19:02.000","2023-12-14 20:31:40.000","2023-10-14 17:06:24.000","-1467","-12","-38"
"cus_PNnAv3ad55Q86l","2024-01-16 08:46:59.000","2024-01-16 09:25:01.000","2024-01-16 08:46:59.000","0","0","0"
"cus_Pa7aBGBF8KZDd8","2024-02-17 23:31:09.000","2024-02-17 23:58:23.000","2024-02-17 23:31:10.000","0","0","1"
"cus_PbDfd5kJ8ZWFjl","2024-02-20 21:52:17.000","2024-02-20 22:09:56.000","2024-02-20 21:52:18.000","0","0","1"
"cus_Pd23bWuRbxvewT","2024-02-25 18:02:18.000","2024-02-25 18:06:14.000","2024-02-25 18:02:18.000","0","0","0"
"cus_PhhUPdhooYc3X5","2024-03-09 07:39:09.000","2024-03-09 08:07:18.000","2024-03-09 07:39:10.000","0","0","1"
"cus_PiMinde1Njddia","2024-03-10 23:43:34.000","2024-03-10 23:44:22.000","2024-03-10 23:43:35.000","0","0","1"
"cus_PliHxwNawBBhT2","2024-03-19 22:16:49.000","2024-03-19 22:30:01.000","2024-03-19 22:16:49.000","0","0","0"
"cus_PmKWKvMEbJlOqo","2024-03-21 13:42:47.000","2024-03-21 13:50:56.000","2024-03-21 13:42:48.000","0","0","1"
"cus_Plzc56B1Cz6ww5","2024-03-21 16:17:26.000","2024-03-21 16:22:19.000","2024-03-21 16:17:26.000","0","0","0"
"cus_PmNE6Cx6yfMTN8","2024-03-27 21:41:33.000","2024-03-27 21:54:11.000","2024-03-27 21:41:34.000","0","0","1"
"cus_Q1pg0uXlOGJmfE","2024-05-01 22:55:04.000","2024-05-01 23:36:29.000","2024-05-01 22:55:05.000","0","0","1"
"cus_Q3skRIuEhgpQzJ","2024-05-07 10:12:28.000","2024-05-07 10:13:10.000","2024-05-07 10:12:29.000","0","0","1"
"cus_Q9dtTrEOd1Ttcf","2024-05-22 19:18:03.000","2024-05-22 19:32:16.000","2024-05-22 19:18:04.000","0","0","1"
"cus_QGZPRCUpRBOOF7","2024-06-10 07:14:34.000","2024-06-10 07:37:34.000","2024-06-10 07:14:35.000","0","0","1"
"cus_QGdvgIP2pdBVxW","2024-06-10 11:46:00.000","2024-06-10 12:40:10.000","2024-06-10 11:46:01.000","0","0","1"
"cus_QHKK1QAJp64Yqt","2024-06-12 07:38:14.000","2024-06-12 08:00:54.000","2024-06-12 07:38:15.000","0","0","1"
"cus_QN7XKbAmd6LIiB","2024-06-27 18:49:25.000","2024-06-27 18:51:49.000","2024-06-27 18:49:25.000","0","0","0"
"cus_QVKRxgTVjBTXFB","2024-07-24 03:11:48.000","2024-07-24 03:39:19.000","2024-07-24 03:11:49.000","0","0","1"
"cus_QeQSme0bz10KOm","2024-08-12 23:59:17.000","2024-08-13 00:09:08.000","2024-08-12 23:59:18.000","0","0","1"
"cus_Qj9y7ZR0okt8Os","2024-08-26 11:40:29.000","2024-08-26 11:51:34.000","2024-08-26 11:40:30.000","0","0","1"
"cus_Ql2Jgg8lqO5KLP","2024-08-30 17:34:00.000","2024-08-30 18:12:21.000","2024-08-30 17:34:01.000","0","0","1"
"cus_QpCH2tIfhSOO4M","2024-09-10 17:31:27.000","2024-09-10 17:44:45.000","2024-09-10 17:31:28.000","0","0","1"
