"customer_id","subscription_created","canceled_at","first_payment_time","time_to_first_payment_hours","time_to_first_payment_minutes_remainder"
"cus_QrEWQgwEN57gtM","2024-09-16 03:59:08.000","2024-09-16 04:18:40.000","2024-09-16 03:59:09.000","0","0"
"cus_QrK7pQ6lQpauGv","2024-09-16 09:48:25.000","2024-09-16 12:25:05.000","2024-09-16 09:48:25.000","0","0"
"cus_QqFjcgfGV796b0","2024-09-17 15:43:12.000","2024-09-17 16:14:29.000","2024-09-17 15:43:13.000","0","0"
"cus_QsNCBxjk2tmpJH","2024-09-19 05:01:51.000","2024-09-19 05:09:52.000","2024-09-19 05:01:52.000","0","0"
"cus_QthGyfOYkMNgI8","2024-09-22 17:50:34.000","2024-09-23 16:51:23.000","2024-09-24 19:21:20.000","49","30"
"cus_QthGyfOYkMNgI8","2024-09-24 19:21:19.000","2024-09-25 07:24:37.000","2024-09-24 19:21:20.000","0","0"
"cus_Qxney5A1U8yawc","2024-10-03 16:40:01.000","2024-10-04 15:40:30.000","2024-10-03 16:42:18.000","0","2"
"cus_QzGCr5ZJfssP7K","2024-10-07 14:17:02.000","2024-10-07 14:31:28.000","2024-10-07 14:17:03.000","0","0"
"cus_R0luYU6b9qmuAq","2024-10-11 15:08:34.000","2024-10-11 15:34:55.000","2024-10-11 15:08:35.000","0","0"
"cus_R1ABMMMDc6rE0s","2024-10-12 16:12:47.000","2024-10-12 18:16:09.000","2024-10-12 16:12:48.000","0","0"
"cus_R2N6Y6J7E9I0sH","2024-10-15 21:34:46.000","2024-10-15 22:59:40.000","2024-10-15 21:34:47.000","0","0"
"cus_R50mhr1ug8qF8L","2024-10-22 22:43:33.000","2024-10-22 22:52:17.000","2024-10-22 22:43:34.000","0","0"
"cus_R5m6TuyWyARNAu","2024-10-24 23:39:30.000","2024-10-24 23:55:34.000","2024-10-24 23:39:31.000","0","0"
"cus_R70TKijHcFCrca","2024-10-28 06:37:53.000","2024-10-28 06:43:55.000","2024-10-28 06:37:54.000","0","0"
"cus_R76cNWZtOvz4qG","2024-10-28 13:07:17.000","2024-10-28 13:32:07.000","2024-10-28 13:07:18.000","0","0"
"cus_Ow5RTwR912zwII","2024-10-28 20:17:41.000","2024-10-29 19:18:37.000","2023-11-03 02:40:49.000","-8657","-36"
"cus_Ow5RTwR912zwII","2024-10-28 20:19:51.000","2024-10-29 19:20:37.000","2023-11-03 02:40:49.000","-8657","-39"
"cus_Ow5RTwR912zwII","2024-10-28 20:20:58.000","2024-10-29 19:21:39.000","2023-11-03 02:40:49.000","-8657","-40"
"cus_R7d6wVgk8Ir0CK","2024-10-29 22:45:10.000","2024-10-30 17:11:35.000","2024-10-29 22:45:11.000","0","0"
"cus_R7eYupOIGqk2P5","2024-10-30 00:07:47.000","2024-10-30 00:15:51.000","2024-10-30 00:07:48.000","0","0"
"cus_R7fvCg1Ij83GCV","2024-10-30 01:41:04.000","2024-10-30 18:37:06.000","2024-10-30 01:41:05.000","0","0"
"cus_R7wHP46ZBtC9zj","2024-10-30 18:18:08.000","2024-10-30 18:57:20.000","2024-10-30 18:18:10.000","0","0"
"cus_R88wK5icD808Qd","2024-10-31 07:23:41.000","2024-11-01 06:24:16.000","2024-10-31 07:42:45.000","0","19"
"cus_R88wK5icD808Qd","2024-10-31 07:25:38.000","2024-11-01 06:26:15.000","2024-10-31 07:42:45.000","0","17"
"cus_R88wK5icD808Qd","2024-10-31 07:25:57.000","2024-11-01 06:26:21.000","2024-10-31 07:42:45.000","0","16"
"cus_R88wK5icD808Qd","2024-10-31 07:27:22.000","2024-11-01 06:28:17.000","2024-10-31 07:42:45.000","0","15"
"cus_R88wK5icD808Qd","2024-10-31 07:28:07.000","2024-11-01 06:28:26.000","2024-10-31 07:42:45.000","0","14"
"cus_R88wK5icD808Qd","2024-10-31 07:28:31.000","2024-11-01 06:29:19.000","2024-10-31 07:42:45.000","0","14"
"cus_R88wK5icD808Qd","2024-10-31 07:29:04.000","2024-11-01 06:29:15.000","2024-10-31 07:42:45.000","0","13"
"cus_R88wK5icD808Qd","2024-10-31 07:29:33.000","2024-11-01 06:30:16.000","2024-10-31 07:42:45.000","0","13"
"cus_R88wK5icD808Qd","2024-10-31 07:30:29.000","2024-11-01 06:31:21.000","2024-10-31 07:42:45.000","0","12"
"cus_R88wK5icD808Qd","2024-10-31 07:32:13.000","2024-11-01 06:32:18.000","2024-10-31 07:42:45.000","0","10"
"cus_R88wK5icD808Qd","2024-10-31 07:34:22.000","2024-11-01 06:35:20.000","2024-10-31 07:42:45.000","0","8"
"cus_R88wK5icD808Qd","2024-10-31 07:36:39.000","2024-11-01 06:37:20.000","2024-10-31 07:42:45.000","0","6"
"cus_R88wK5icD808Qd","2024-10-31 07:38:01.000","2024-11-01 06:38:23.000","2024-10-31 07:42:45.000","0","4"
"cus_R88wK5icD808Qd","2024-10-31 07:40:09.000","2024-11-01 06:40:19.000","2024-10-31 07:42:45.000","0","2"
"cus_R88wK5icD808Qd","2024-10-31 07:40:48.000","2024-11-01 06:41:22.000","2024-10-31 07:42:45.000","0","1"
"cus_R88wK5icD808Qd","2024-10-31 07:41:59.000","2024-11-01 06:42:26.000","2024-10-31 07:42:45.000","0","0"
"cus_QsUjzV5FsI8eZ4","2024-11-04 13:54:17.000","2024-11-05 12:54:33.000","2024-11-04 14:14:06.000","0","19"
"cus_RAd5TrFVtqnxmX","2024-11-07 18:15:46.000","2024-11-07 18:58:59.000","2024-11-07 18:15:47.000","0","0"
"cus_RB6wdS2OlTLkb6","2024-11-08 05:29:36.000","2024-11-09 04:30:35.000","2024-11-09 00:40:04.000","19","10"
"cus_RB6wdS2OlTLkb6","2024-11-08 05:36:25.000","2024-11-09 04:36:40.000","2024-11-09 00:40:04.000","19","3"
"cus_RB6wdS2OlTLkb6","2024-11-09 00:40:03.000","2024-11-09 00:44:05.000","2024-11-09 00:40:04.000","0","0"
"cus_QxKi0sKeC5o3Qz","2024-11-13 07:40:40.000","2024-11-14 06:41:26.000","2024-11-13 08:48:08.000","1","7"
"cus_NjBxz3Km54tytG","2023-04-17 04:22:45.000","2023-04-17 16:13:46.000","2023-04-17 04:22:46.000","0","0"
"cus_NjR565kmbFgu6K","2023-04-17 20:00:29.000","2023-04-17 20:07:14.000","2023-04-17 20:00:30.000","0","0"
"cus_NjXqXDfXnfpS5S","2023-04-18 02:59:38.000","2023-04-18 03:02:34.000","2023-04-18 02:59:39.000","0","0"
"cus_NjY2uix19cw8EX","2023-04-18 03:11:44.000","2023-04-18 03:29:19.000","2023-04-18 03:11:45.000","0","0"
"cus_NjvCg3NZdM90ks","2023-04-19 03:07:30.000","2023-04-19 03:35:36.000","2023-04-19 03:07:31.000","0","0"
"cus_NpCu0tkoOO0iJ0","2023-05-03 05:45:41.000","2023-05-04 04:47:34.000","2023-05-03 17:21:49.000","11","36"
"cus_NpCu0tkoOO0iJ0","2023-05-03 05:49:51.000","2023-05-04 04:51:37.000","2023-05-03 17:21:49.000","11","31"
"cus_NpCu0tkoOO0iJ0","2023-05-03 05:51:31.000","2023-05-04 04:53:51.000","2023-05-03 17:21:49.000","11","30"
"cus_NpCu0tkoOO0iJ0","2023-05-03 05:52:23.000","2023-05-04 04:55:40.000","2023-05-03 17:21:49.000","11","29"
"cus_NpCu0tkoOO0iJ0","2023-05-03 05:54:21.000","2023-05-04 04:55:39.000","2023-05-03 17:21:49.000","11","27"
"cus_NpCu0tkoOO0iJ0","2023-05-03 05:57:06.000","2023-05-04 04:58:42.000","2023-05-03 17:21:49.000","11","24"
"cus_NpCu0tkoOO0iJ0","2023-05-03 06:03:25.000","2023-05-04 05:06:01.000","2023-05-03 17:21:49.000","11","18"
"cus_NpCu0tkoOO0iJ0","2023-05-03 17:14:03.000","2023-05-04 16:16:49.000","2023-05-03 17:21:49.000","0","7"
"cus_NpCu0tkoOO0iJ0","2023-05-03 17:15:11.000","2023-05-04 16:16:52.000","2023-05-03 17:21:49.000","0","6"
"cus_NpCu0tkoOO0iJ0","2023-05-03 17:20:12.000","2023-05-04 16:21:00.000","2023-05-03 17:21:49.000","0","1"
"cus_NqXeTvhw9ZTBkR","2023-05-06 19:16:22.000","2023-05-06 19:30:40.000","2023-05-06 19:16:23.000","0","0"
"cus_Nqt9rkvgi6AfLs","2023-05-07 17:27:49.000","2023-05-08 16:28:21.000","2023-05-07 17:29:14.000","0","1"
"cus_OaCu6Om1EDLPVv","2023-09-05 16:54:29.000","2023-09-06 15:55:13.000","2023-09-05 16:55:50.000","0","1"
"cus_OcsAiTcXyjGXWY","2023-09-12 19:40:37.000","2023-09-13 18:41:07.000","2023-09-13 17:44:38.000","22","4"
"cus_Oeqe7ZQiwUg8cQ","2023-09-18 02:14:01.000","2023-09-18 20:00:41.000","2023-09-18 02:14:02.000","0","0"
"cus_OiZEPGz2OXO8EW","2023-09-28 00:30:39.000","2023-09-28 23:35:57.000","2023-09-28 00:34:09.000","0","3"
"cus_OiZEPGz2OXO8EW","2023-09-28 00:32:48.000","2023-09-28 23:35:12.000","2023-09-28 00:34:09.000","0","1"
"cus_OiZEPGz2OXO8EW","2023-09-28 00:35:33.000","2023-09-28 23:35:58.000","2023-09-28 00:34:09.000","0","-1"
"cus_OjP3KPxuCkHES8","2023-10-02 10:39:55.000","2023-10-03 09:43:50.000","2023-11-22 01:12:26.000","1214","32"
"cus_OpP8S23y4KvlVU","2023-10-17 09:04:54.000","2023-10-18 08:09:35.000","2023-10-18 09:03:51.000","23","58"
"cus_OpP8S23y4KvlVU","2023-10-17 09:06:21.000","2023-10-18 08:07:14.000","2023-10-18 09:03:51.000","23","57"
"cus_OpP8S23y4KvlVU","2023-10-17 09:14:06.000","2023-10-18 08:20:37.000","2023-10-18 09:03:51.000","23","49"
"cus_OqHLZxI27gzllM","2023-10-18 14:33:19.000","2023-10-19 13:37:33.000","2023-11-29 00:14:07.000","993","40"
"cus_OvrEjIV3W5RtTM","2023-11-02 11:57:18.000","2023-11-03 11:06:27.000","2023-11-02 11:59:35.000","0","2"
"cus_OlRqRY7nmJFlda","2023-12-10 01:37:12.000","2023-12-10 01:39:26.000","2023-10-05 17:03:27.000","-1568","-33"
"cus_PEZG5J4fnL9SD1","2023-12-22 11:03:38.000","2023-12-23 10:17:39.000","2023-12-22 11:25:02.000","0","21"
"cus_PNRuGNXAYG4tbQ","2024-01-15 03:40:11.000","2024-01-15 04:01:54.000","2024-01-15 03:40:11.000","0","0"
"cus_PRONLSl0y5ojJC","2024-01-25 18:30:24.000","2024-01-25 18:47:40.000","2024-01-25 18:30:25.000","0","0"
"cus_PT0dhA8rjY9ztI","2024-01-29 23:57:21.000","2024-01-30 22:57:39.000","2024-01-30 00:01:40.000","0","4"
"cus_PTxgJebxtGCKBY","2024-02-01 13:16:39.000","2024-02-01 14:14:06.000","2024-02-01 13:16:40.000","0","0"
"cus_PXtqxyMd0dPHAZ","2024-03-13 02:35:07.000","2024-03-13 02:40:01.000","2024-02-12 05:35:25.000","-716","-59"
"cus_PkOlAXm8TPyWWj","2024-03-16 09:57:46.000","2024-03-16 10:20:51.000","2024-03-16 09:57:46.000","0","0"
"cus_PlL4762heaSdcN","2024-03-18 22:13:13.000","2024-03-19 21:14:13.000","2024-03-18 22:15:15.000","0","2"
"cus_PlRNOkYOQTiFAk","2024-03-19 04:44:27.000","2024-03-19 04:49:50.000","2024-03-19 04:44:28.000","0","0"
"cus_PlZbt2EaJesKN1","2024-03-19 13:14:29.000","2024-03-19 13:24:55.000","2024-03-19 13:14:30.000","0","0"
"cus_Plg7TwKBvkGxi5","2024-03-19 19:58:28.000","2024-03-20 18:59:22.000","2024-03-19 20:00:37.000","0","2"
"cus_Plg7TwKBvkGxi5","2024-03-19 20:00:37.000","2024-03-19 20:30:44.000","2024-03-19 20:00:37.000","0","0"
"cus_PmUswFHEWIR0RP","2024-03-22 00:24:04.000","2024-03-22 23:24:44.000","2024-03-22 00:26:03.000","0","1"
"cus_Pr1ODfZFKiEkb2","2024-04-03 02:16:12.000","2024-04-03 02:36:06.000","2024-04-03 02:16:13.000","0","0"
"cus_PrF3HOjLOaBdUI","2024-04-03 16:23:05.000","2024-04-03 16:45:29.000","2024-04-03 16:23:06.000","0","0"
"cus_PsPPHb7wu36dVb","2024-04-07 21:58:19.000","2024-04-08 20:58:33.000","2024-08-06 16:38:45.000","2898","40"
"cus_PsPPHb7wu36dVb","2024-04-07 22:03:06.000","2024-04-08 21:03:36.000","2024-08-06 16:38:45.000","2898","35"
"cus_PsPPHb7wu36dVb","2024-04-07 22:07:34.000","2024-04-08 21:08:35.000","2024-08-06 16:38:45.000","2898","31"
"cus_PsPPHb7wu36dVb","2024-04-07 22:14:16.000","2024-04-08 21:14:44.000","2024-08-06 16:38:45.000","2898","24"
"cus_PsPPHb7wu36dVb","2024-04-07 22:14:59.000","2024-04-08 21:15:43.000","2024-08-06 16:38:45.000","2898","23"
"cus_Pt56f1nV0Vchgr","2024-04-08 14:14:26.000","2024-04-08 14:22:10.000","2024-04-08 14:14:27.000","0","0"
"cus_Pv3HT9OLjqU9Ho","2024-04-13 20:30:50.000","2024-04-13 20:34:21.000","2024-04-13 20:30:51.000","0","0"
"cus_PwANOKksvWHniJ","2024-04-16 19:53:38.000","2024-04-16 20:08:55.000","2024-04-16 19:53:39.000","0","0"
"cus_PxcS0BLGvhpL9X","2024-04-20 16:59:27.000","2024-04-21 02:52:10.000","2024-04-20 16:59:28.000","0","0"
"cus_PyEyTFfWkr3Gno","2024-04-22 08:48:39.000","2024-04-22 09:01:06.000","2024-04-22 08:48:40.000","0","0"
"cus_Pylhij3245qpGO","2024-04-23 18:37:28.000","2024-04-23 18:40:15.000","2024-04-23 18:37:29.000","0","0"
"cus_PyyMZaOutB7gAu","2024-04-24 07:47:49.000","2024-04-25 06:47:52.000","2024-04-24 07:47:09.000","0","0"
"cus_PyyMZaOutB7gAu","2024-04-24 07:54:04.000","2024-04-25 06:54:56.000","2024-04-24 07:47:09.000","0","-6"
"cus_Q8R3iKyDtpu147","2024-05-19 13:57:40.000","2024-05-20 12:57:55.000","2024-05-19 13:59:50.000","0","2"
"cus_Q8R3iKyDtpu147","2024-05-19 13:59:49.000","2024-05-19 14:12:36.000","2024-05-19 13:59:50.000","0","0"
"cus_Q8oKedrgiK44oj","2024-05-20 13:58:13.000","2024-05-20 14:01:18.000","2024-05-20 13:58:13.000","0","0"
"cus_QEnw77rHrD69AS","2024-06-05 14:01:44.000","2024-06-05 14:57:34.000","2024-06-05 14:01:45.000","0","0"
"cus_QIQEwUOGhkBrQb","2024-06-28 22:03:33.000","2024-06-28 22:21:14.000","2024-06-28 22:03:34.000","0","0"
"cus_QM2AcpHNKHQpgn","2024-07-02 11:01:41.000","2024-07-02 11:37:03.000","2024-07-02 11:01:42.000","0","0"
"cus_PsPPHb7wu36dVb","2024-08-06 16:38:44.000","2024-08-06 20:29:03.000","2024-08-06 16:38:45.000","0","0"
"cus_Qc9msY3bWVjPGW","2024-08-06 22:04:30.000","2024-08-06 22:07:13.000","2024-08-06 22:04:31.000","0","0"
"cus_QcAbVqauGSo2YE","2024-08-06 22:58:48.000","2024-08-07 21:59:00.000","2024-08-06 23:02:15.000","0","3"
"cus_QduOoIaXvI2PIT","2024-08-11 14:31:11.000","2024-08-11 14:42:04.000","2024-08-11 14:31:12.000","0","0"
"cus_QfYs7CmxMtulib","2024-08-16 00:13:17.000","2024-08-16 00:20:28.000","2024-08-16 00:13:18.000","0","0"
"cus_QhdER9rN4U8od3","2024-08-21 12:52:39.000","2024-08-21 13:24:57.000","2024-08-21 12:52:40.000","0","0"
"cus_Qhl6RmRKdvcGOc","2024-08-21 21:03:23.000","2024-08-21 21:15:34.000","2024-08-21 21:03:24.000","0","0"
"cus_QiMTBvOAtUHFjv","2024-08-23 11:36:19.000","2024-08-23 11:37:47.000","2024-08-23 11:36:20.000","0","0"
"cus_Qipcu74zuouirX","2024-08-24 17:45:49.000","2024-08-24 23:32:42.000","2024-08-24 17:45:50.000","0","0"
"cus_Qivc2xRIZZYjVp","2024-08-24 23:55:21.000","2024-08-25 13:46:47.000","2024-08-24 23:55:22.000","0","0"
"cus_Qhe0cODxes0O3I","2024-08-25 11:16:08.000","2024-08-25 11:16:56.000","2024-08-25 11:16:09.000","0","0"
"cus_QjP2b6TkWK2cy0","2024-08-26 06:22:28.000","2024-08-26 06:24:44.000","2024-08-26 06:22:29.000","0","0"
"cus_QlQINBiyJhB8x2","2024-08-31 15:51:46.000","2024-08-31 15:53:13.000","2024-08-31 15:51:47.000","0","0"
"cus_QlcFhoLlqTOQw7","2024-09-01 04:12:55.000","2024-09-02 03:13:53.000","2024-09-01 04:25:59.000","0","13"
"cus_QlcFhoLlqTOQw7","2024-09-01 04:20:29.000","2024-09-02 03:20:53.000","2024-09-01 04:25:59.000","0","5"
"cus_QlnI3c5LLeOnhc","2024-09-01 15:31:26.000","2024-09-02 14:31:48.000","2024-09-01 15:34:48.000","0","3"
"cus_QpHMc2ZXuSJRK8","2024-09-10 22:46:21.000","2024-09-11 21:47:35.000","2024-09-10 22:49:40.000","0","3"
"cus_QpHMc2ZXuSJRK8","2024-09-10 22:49:40.000","2024-09-11 00:16:26.000","2024-09-10 22:49:40.000","0","0"
"cus_QrATa8De0wpXtT","2024-09-15 23:47:32.000","2024-09-16 00:23:08.000","2024-09-15 23:47:33.000","0","0"
"cus_Qsl5qL8EwIMcQ8","2024-09-21 01:34:49.000","2024-09-21 01:35:35.000","2024-09-21 01:34:50.000","0","0"
"cus_QtgztZxTF4boKX","2024-09-22 17:33:19.000","2024-09-23 15:32:31.000","2024-09-22 17:33:20.000","0","0"
"cus_QCjps2CYJWiHys","2024-09-24 20:31:02.000","2024-09-25 19:32:06.000","2024-09-24 20:32:53.000","0","1"
"cus_QupVPOzDYslmqt","2024-09-25 18:28:11.000","2024-09-26 17:28:35.000","2024-09-25 18:53:06.000","0","24"
"cus_QviGkzTPiInYXC","2024-09-28 03:01:05.000","2024-09-28 03:06:21.000","2024-09-28 03:01:06.000","0","0"
"cus_Qz4M6FG9o1Zp82","2024-10-07 02:10:13.000","2024-10-07 02:14:40.000","2024-10-07 02:10:14.000","0","0"
"cus_Qz4Sm7UzW0MH1f","2024-10-07 15:58:51.000","2024-10-07 17:10:22.000","2024-10-07 15:58:52.000","0","0"
"cus_QzePvBiLttyiah","2024-10-08 19:29:56.000","2024-10-09 01:44:58.000","2024-10-08 19:29:57.000","0","0"
"cus_R0e5Wtk6uXyCRt","2024-10-11 07:00:52.000","2024-10-11 18:16:34.000","2024-10-11 07:00:53.000","0","0"
"cus_QwwYg6IrEnvcbA","2024-10-11 21:30:15.000","2024-10-12 20:30:37.000","2024-10-11 21:34:32.000","0","4"
"cus_QwwYg6IrEnvcbA","2024-10-11 21:34:31.000","2024-10-11 21:47:11.000","2024-10-11 21:34:32.000","0","0"
"cus_R1HpWk7r30Co2v","2024-10-13 00:19:04.000","2024-10-13 23:19:45.000","2024-10-13 00:21:14.000","0","2"
"cus_R1r2fQHTSTTnS6","2024-10-14 12:26:16.000","2024-10-14 13:58:25.000","2024-10-14 12:26:17.000","0","0"
"cus_R1rLT8KcAf4Zng","2024-10-14 12:49:44.000","2024-10-15 11:49:26.000","2024-10-14 12:49:45.000","0","0"
"cus_R1wHOlSGjtGDRa","2024-10-14 17:51:49.000","2024-10-14 17:59:07.000","2024-10-14 17:51:50.000","0","0"
"cus_R2jNgTcZJ4d1kZ","2024-10-16 20:41:16.000","2024-10-17 15:11:25.000","2024-10-16 20:41:17.000","0","0"
"cus_R4fkcYiDJxdQoS","2024-10-22 15:17:54.000","2024-10-22 19:06:53.000","2024-10-22 15:17:55.000","0","0"
"cus_R55lMuTebU6S45","2024-10-23 03:53:03.000","2024-10-23 03:55:58.000","2024-10-23 03:53:04.000","0","0"
"cus_R5GohZZXrkhLrB","2024-10-24 12:02:54.000","2024-10-25 11:03:43.000","2024-10-24 12:05:25.000","0","2"
"cus_R5GohZZXrkhLrB","2024-10-24 12:05:24.000","2024-10-24 12:29:57.000","2024-10-24 12:05:25.000","0","0"
"cus_R6KGCAjCMGHNNI","2024-10-26 10:57:01.000","2024-10-27 09:57:05.000","2024-10-26 11:13:44.000","0","16"
"cus_R6vXHm6zBeAmuH","2024-10-28 01:24:54.000","2024-10-28 01:31:27.000","2024-10-28 01:24:55.000","0","0"
"cus_Qipcu74zuouirX","2024-11-04 02:29:15.000","2024-11-04 06:20:42.000","2024-08-24 17:45:50.000","-1712","-43"
"cus_QviGkzTPiInYXC","2024-11-05 18:12:20.000","2024-11-05 18:15:49.000","2024-09-28 03:01:06.000","-927","-11"
"cus_QzePvBiLttyiah","2024-11-08 03:56:06.000","2024-11-09 02:56:10.000","2024-10-08 19:29:57.000","-728","-26"
"cus_RCpaDPLBOON4Hs","2024-11-12 19:41:06.000","2024-11-12 20:22:24.000","2024-11-12 19:41:07.000","0","0"
"cus_Nj9GRyr7QMArbV","2023-04-17 02:15:41.000","2023-04-17 04:22:21.000","2023-04-17 02:15:42.000","0","0"
"cus_NjOXQvevF9Wqyk","2023-04-17 17:22:22.000","2023-04-17 17:24:53.000","2023-04-17 17:22:23.000","0","0"
"cus_NjUb3syCvA3CVM","2023-04-17 23:41:17.000","2023-04-18 00:38:46.000","2023-04-17 23:41:18.000","0","0"
"cus_NjY4FVkZYG39ic","2023-04-18 03:15:40.000","2023-04-18 03:31:24.000","2023-04-18 03:15:41.000","0","0"
"cus_NjCJHyAjBl4ILh","2023-04-22 18:47:39.000","2023-04-22 18:54:19.000","2023-04-22 18:47:40.000","0","0"
"cus_NlmnUjRDfXLM5b","2023-04-24 02:35:58.000","2023-04-24 02:39:42.000","2023-04-24 02:35:59.000","0","0"
"cus_NmRS2XeV9UFw5o","2023-04-25 20:37:02.000","2023-04-26 18:58:27.000","2023-04-25 20:37:03.000","0","0"
"cus_NomwylOQBs9pEP","2023-05-02 02:56:26.000","2023-05-02 03:04:52.000","2023-05-02 02:56:27.000","0","0"
"cus_NqYdxVsB6uLAjR","2023-05-06 20:17:34.000","2023-05-06 20:23:09.000","2023-05-06 20:17:35.000","0","0"
"cus_NtsPBI1Pl4Zy9Q","2023-05-15 16:55:06.000","2023-05-16 15:58:20.000","2023-05-15 16:59:49.000","0","4"
"cus_O4NcRa5ls3EZUa","2023-06-12 18:05:51.000","2023-06-13 17:09:06.000","2023-06-12 18:13:08.000","0","7"
"cus_O4NcRa5ls3EZUa","2023-06-12 18:13:07.000","2023-06-12 23:35:47.000","2023-06-12 18:13:08.000","0","0"
"cus_OJ7zjbSJZXs4aJ","2023-07-22 02:48:01.000","2023-07-23 01:48:40.000","2023-08-25 05:17:29.000","818","29"
"cus_OJU6SFHIyRlVe0","2023-07-23 01:35:38.000","2023-07-24 00:39:59.000","2023-07-23 01:37:18.000","0","1"
"cus_OOQveMVknhUqP8","2023-08-06 04:50:22.000","2023-08-07 02:42:17.000","2023-08-06 04:50:23.000","0","0"
"cus_OP6DIuc2Nz0BVd","2023-08-08 14:31:52.000","2023-08-09 05:52:38.000","2023-08-08 14:31:53.000","0","0"
"cus_OJ7zjbSJZXs4aJ","2023-08-25 05:17:28.000","2023-08-26 00:31:31.000","2023-08-25 05:17:29.000","0","0"
"cus_ObXOUmP4fNxoHU","2023-09-09 06:40:02.000","2023-09-10 05:42:49.000","2023-09-09 07:13:27.000","0","33"
"cus_ObXOUmP4fNxoHU","2023-09-09 06:47:29.000","2023-09-10 05:53:56.000","2023-09-09 07:13:27.000","0","25"
"cus_ObXOUmP4fNxoHU","2023-09-09 06:55:27.000","2023-09-10 06:00:26.000","2023-09-09 07:13:27.000","0","18"
"cus_OfOTFC593Ag5CJ","2023-09-22 17:57:55.000","2023-09-23 18:52:30.000","2023-09-22 17:57:56.000","0","0"
"cus_OmcR2Ap5w7nnmd","2023-10-08 20:05:31.000","2023-10-09 19:07:40.000","2023-10-08 20:07:04.000","0","1"
"cus_OpzDn1WjM9XCyh","2023-10-20 22:40:24.000","2023-10-21 03:33:18.000","2023-10-20 22:40:25.000","0","0"
"cus_OfOTFC593Ag5CJ","2023-11-21 08:45:35.000","2023-11-22 07:47:58.000","2023-09-22 17:57:56.000","-1430","-47"
"cus_OfOTFC593Ag5CJ","2023-11-21 08:49:24.000","2023-11-22 07:54:01.000","2023-09-22 17:57:56.000","-1430","-51"
"cus_P7nfqAkRkPBXM9","2023-12-04 09:28:59.000","2023-12-05 08:30:28.000","2023-12-04 09:30:24.000","0","1"
"cus_OQ7IoB9NWXbIj3","2023-12-12 14:02:43.000","2023-12-13 13:03:07.000","2023-08-09 18:25:12.000","-2995","-37"
"cus_OQ7IoB9NWXbIj3","2023-12-12 14:03:07.000","2023-12-13 13:07:00.000","2023-08-09 18:25:12.000","-2995","-37"
"cus_OQ7IoB9NWXbIj3","2023-12-12 14:03:10.000","2023-12-13 13:03:55.000","2023-08-09 18:25:12.000","-2995","-37"
"cus_PPFSOEQ3t4R6oW","2024-01-19 23:15:19.000","2024-01-20 00:38:43.000","2024-01-19 23:15:20.000","0","0"
"cus_PQ7Oy7W21Qn9K7","2024-01-23 04:43:15.000","2024-01-24 03:43:30.000","2024-02-29 19:01:18.000","902","18"
"cus_PRovMoi0m0SUzj","2024-01-26 19:44:31.000","2024-01-27 18:45:27.000","2024-01-26 19:51:26.000","0","6"
"cus_PUBEmwxInNIRL8","2024-02-02 02:55:31.000","2024-02-03 01:56:11.000","2024-02-02 02:56:23.000","0","0"
"cus_PWmnVWB0OavJwO","2024-02-09 01:53:39.000","2024-02-10 00:54:11.000","2024-02-09 01:54:51.000","0","1"
"cus_PWmnVWB0OavJwO","2024-02-09 01:54:51.000","2024-02-09 01:56:20.000","2024-02-09 01:54:51.000","0","0"
"cus_PZp7LO2RcQoqcv","2024-02-17 04:27:18.000","2024-02-18 03:28:01.000","2024-02-17 04:29:56.000","0","2"
"cus_PZp7LO2RcQoqcv","2024-02-17 04:28:55.000","2024-02-18 03:29:07.000","2024-02-17 04:29:56.000","0","1"
"cus_PQ7Oy7W21Qn9K7","2024-02-29 19:01:35.000","2024-03-01 18:02:31.000","2024-02-29 19:01:18.000","0","0"
"cus_PfxQCqpltHrxGT","2024-03-04 13:27:23.000","2024-03-04 13:34:14.000","2024-03-04 13:27:24.000","0","0"
"cus_Pk4fNXvAVukMsG","2024-03-15 13:11:49.000","2024-03-16 12:12:46.000","2024-03-15 13:14:22.000","0","2"
"cus_Pk4fNXvAVukMsG","2024-03-15 13:14:25.000","2024-03-15 14:14:58.000","2024-03-15 13:14:22.000","0","0"
"cus_PUBEmwxInNIRL8","2024-03-16 03:02:13.000","2024-03-17 02:02:17.000","2024-02-02 02:56:23.000","-1032","-5"
"cus_PUBEmwxInNIRL8","2024-03-16 03:04:43.000","2024-03-16 03:19:25.000","2024-02-02 02:56:23.000","-1032","-8"
"cus_PkxGWUSGhbOIDl","2024-03-17 21:42:05.000","2024-03-17 22:19:06.000","2024-03-17 21:42:06.000","0","0"
"cus_OnbDnrvOF83ivT","2024-03-17 23:21:20.000","2024-03-18 22:21:50.000","2024-03-17 23:23:30.000","0","2"
"cus_PmPOzIMqLEXB2X","2024-03-21 18:45:28.000","2024-03-21 18:53:14.000","2024-03-21 18:45:29.000","0","0"
"cus_Pn5vUy1kiNq5rg","2024-03-23 14:41:24.000","2024-03-24 13:41:59.000","2024-03-23 14:44:26.000","0","3"
"cus_PnbyVJmuzRoYXz","2024-03-24 23:47:48.000","2024-03-24 23:56:41.000","2024-03-24 23:47:49.000","0","0"
"cus_PnexPkZrfF5qyv","2024-03-25 02:55:19.000","2024-03-26 01:55:45.000","2024-03-25 02:57:49.000","0","2"
